City,Item,Price
Mysuru,Gym Membershipper month,"₹1,000"
Mysuru,Movie Ticket (Multiplex)per ticket,₹180
Mysuru,Netflix (Standard Plan)per month,₹649
Mysuru,Spotify Premiumper month,₹119
Mysuru,"Haircut (Men, basic salon)per cut",₹80
Mysuru,"Domestic Beer (pint, restaurant)per pint",₹180
Mysuru,"Imported Beer (bottle, restaurant)per bottle",₹360
Mangalore,Veg Thali (local restaurant)per plate,₹90
Mangalore,Non-Veg Thali (local restaurant)per plate,₹150
Mangalore,Meal for Two (high-end restaurant)per meal,"₹1,100"
Mangalore,Chai (regular cup)per cup,₹12
Mangalore,Coffee (Cappuccino)per cup,₹150
Mangalore,Specialty Coffee (Third Wave)per cup,₹280
Mangalore,Street Food (Vada Pav / Samosa)per piece,₹12
Mangalore,Biryani (chicken)per plate,₹180
Mangalore,Dosa (plain)per plate,₹45
Mangalore,Fast Food Combo (McDonald's)per meal,₹240
Mangalore,"Soft Drink (Coca-Cola, 300ml)per bottle",₹38
Mangalore,Bottled Water (1 litre)per bottle,₹20
Mangalore,Rice (Basmati)1 kg,₹85
Mangalore,Wheat Flour (Atta)1 kg,₹48
Mangalore,Toor Dal1 kg,₹148
Mangalore,Milk (Full Cream)1 litre,₹54
Mangalore,Eggs12 pcs,₹75
Mangalore,Chicken1 kg,₹230
Mangalore,Paneer1 kg,₹360
Mangalore,Onions1 kg,₹32
Mangalore,Tomatoes1 kg,₹40
Mangalore,Potatoes1 kg,₹32
Mangalore,Cooking Oil (Sunflower)1 litre,₹150
Mangalore,Sugar1 kg,₹44
Mangalore,Apples (Shimla)1 kg,₹210
Mangalore,Bananas1 dozen,₹42
Mangalore,"Bread (White, Sliced)1 loaf",₹40
Mangalore,Whey Protein (1 kg)per kg,"₹3,000"
Mangalore,Auto Rickshaw (minimum fare)per ride,₹25
Mangalore,Auto Rickshaw (per km after min)per km,₹12
Mangalore,Metro / Local Train (monthly pass)per month,₹700
Mangalore,Bus (monthly pass)per month,₹500
Mangalore,Ola/Uber (avg ride)per ride,₹150
Mangalore,Petrol1 litre,₹103
Mangalore,Diesel1 litre,₹88
Mangalore,Two Wheeler EMI (avg)per month,"₹3,500"
Mangalore,Car EMI (avg)per month,"₹15,000"
Mangalore,Electricityper month,"₹1,500"
Mangalore,Water Billper month,₹250
Mangalore,Cooking Gas (LPG Cylinder)per cylinder,₹803
Mangalore,Broadband Internetper month,₹650
Mangalore,Mobile Plan (Jio/Airtel)per month,₹299
Mangalore,1 BHK in City Centreper month,"₹12,000"
Mangalore,1 BHK Outside City Centreper month,"₹7,000"
Mangalore,2 BHK in City Centreper month,"₹20,000"
Mangalore,2 BHK Outside City Centreper month,"₹12,000"
Mangalore,3 BHK in City Centreper month,"₹35,000"
Mangalore,3 BHK Outside City Centreper month,"₹18,000"
Mangalore,Home Loan EMI (2BHK avg)per month,"₹40,000"
Mangalore,PG - Private Room (with meals)per month,"₹10,000"
Mangalore,PG - Private Room (without meals)per month,"₹7,500"
Mangalore,PG - Double Sharing (with meals)per month,"₹7,000"
Mangalore,PG - Double Sharing (without meals)per month,"₹5,000"
Mangalore,PG - Triple Sharing (with meals)per month,"₹5,500"
Mangalore,PG - Triple Sharing (without meals)per month,"₹4,000"
Mangalore,"Cook (part-time, 2 meals/day)per month","₹7,200"
Mangalore,Maid / Cleaning Helpper month,"₹2,700"
Mangalore,Laundry / Ironing (dhobi)per month,"₹1,360"
Mangalore,Miscellaneous Monthly Spendper month,"₹2,700"
Mangalore,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Mangalore,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Mangalore,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Mangalore,Skincare Basics (Nykaa avg)per month,"₹1,200"
Mangalore,Amazon Prime Membershipper month,₹149
Mangalore,Gym Membershipper month,"₹1,200"
Mangalore,Movie Ticket (Multiplex)per ticket,₹200
Mangalore,Netflix (Standard Plan)per month,₹649
Mangalore,Spotify Premiumper month,₹119
Mangalore,"Haircut (Men, basic salon)per cut",₹100
Mangalore,"Domestic Beer (pint, restaurant)per pint",₹200
Mangalore,"Imported Beer (bottle, restaurant)per bottle",₹380
Madurai,Veg Thali (local restaurant)per plate,₹70
Madurai,Non-Veg Thali (local restaurant)per plate,₹130
Madurai,Meal for Two (high-end restaurant)per meal,₹800
Madurai,Chai (regular cup)per cup,₹10
Madurai,Coffee (Cappuccino)per cup,₹130
Madurai,Specialty Coffee (Third Wave)per cup,₹253
Madurai,Street Food (Vada Pav / Samosa)per piece,₹10
Madurai,Biryani (chicken)per plate,₹150
Madurai,Dosa (plain)per plate,₹40
Madurai,Fast Food Combo (McDonald's)per meal,₹230
Madurai,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Madurai,Bottled Water (1 litre)per bottle,₹20
Madurai,Rice (Basmati)1 kg,₹78
Madurai,Wheat Flour (Atta)1 kg,₹45
Madurai,Toor Dal1 kg,₹140
Madurai,Milk (Full Cream)1 litre,₹50
Madurai,Eggs12 pcs,₹68
Madurai,Chicken1 kg,₹200
Madurai,Paneer1 kg,₹340
Madurai,Onions1 kg,₹28
Madurai,Tomatoes1 kg,₹35
Madurai,Potatoes1 kg,₹30
Madurai,Cooking Oil (Sunflower)1 litre,₹145
Madurai,Sugar1 kg,₹42
Madurai,Apples (Shimla)1 kg,₹220
Madurai,Bananas1 dozen,₹40
Madurai,"Bread (White, Sliced)1 loaf",₹38
Madurai,Whey Protein (1 kg)per kg,"₹3,000"
Madurai,Auto Rickshaw (minimum fare)per ride,₹20
Madurai,Auto Rickshaw (per km after min)per km,₹10
Madurai,Metro / Local Train (monthly pass)per month,₹600
Madurai,Bus (monthly pass)per month,₹400
Madurai,Ola/Uber (avg ride)per ride,₹135
Madurai,Petrol1 litre,₹103
Madurai,Diesel1 litre,₹90
Madurai,Two Wheeler EMI (avg)per month,"₹3,500"
Madurai,Car EMI (avg)per month,"₹15,000"
Madurai,Electricityper month,"₹1,200"
Madurai,Water Billper month,₹200
Madurai,Cooking Gas (LPG Cylinder)per cylinder,₹803
Madurai,Broadband Internetper month,₹550
Madurai,Mobile Plan (Jio/Airtel)per month,₹299
Madurai,1 BHK in City Centreper month,"₹8,000"
Madurai,1 BHK Outside City Centreper month,"₹5,000"
Madurai,2 BHK in City Centreper month,"₹14,000"
Madurai,2 BHK Outside City Centreper month,"₹8,000"
Madurai,3 BHK in City Centreper month,"₹22,000"
Madurai,3 BHK Outside City Centreper month,"₹13,000"
Madurai,Home Loan EMI (2BHK avg)per month,"₹28,000"
Madurai,PG - Private Room (with meals)per month,"₹7,000"
Madurai,PG - Private Room (without meals)per month,"₹5,000"
Madurai,PG - Double Sharing (with meals)per month,"₹5,000"
Madurai,PG - Double Sharing (without meals)per month,"₹3,500"
Madurai,PG - Triple Sharing (with meals)per month,"₹4,000"
Madurai,PG - Triple Sharing (without meals)per month,"₹2,800"
Madurai,"Cook (part-time, 2 meals/day)per month","₹6,133"
Madurai,Maid / Cleaning Helpper month,"₹2,300"
Madurai,Laundry / Ironing (dhobi)per month,"₹1,173"
Madurai,Miscellaneous Monthly Spendper month,"₹2,300"
Madurai,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Madurai,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Madurai,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Madurai,Skincare Basics (Nykaa avg)per month,"₹1,200"
Madurai,Amazon Prime Membershipper month,₹149
Madurai,Gym Membershipper month,₹800
Madurai,Movie Ticket (Multiplex)per ticket,₹160
Madurai,Netflix (Standard Plan)per month,₹649
Madurai,Spotify Premiumper month,₹119
Madurai,"Haircut (Men, basic salon)per cut",₹70
Madurai,"Domestic Beer (pint, restaurant)per pint",₹170
Madurai,"Imported Beer (bottle, restaurant)per bottle",₹340
Trichy,Veg Thali (local restaurant)per plate,₹70
Trichy,Non-Veg Thali (local restaurant)per plate,₹130
Trichy,Meal for Two (high-end restaurant)per meal,₹800
Trichy,Chai (regular cup)per cup,₹10
Trichy,Coffee (Cappuccino)per cup,₹130
Trichy,Specialty Coffee (Third Wave)per cup,₹250
Trichy,Street Food (Vada Pav / Samosa)per piece,₹10
Trichy,Biryani (chicken)per plate,₹150
Trichy,Dosa (plain)per plate,₹35
Trichy,Fast Food Combo (McDonald's)per meal,₹230
Trichy,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Trichy,Bottled Water (1 litre)per bottle,₹20
Trichy,Rice (Basmati)1 kg,₹78
Trichy,Wheat Flour (Atta)1 kg,₹45
Trichy,Toor Dal1 kg,₹140
Trichy,Milk (Full Cream)1 litre,₹50
Trichy,Eggs12 pcs,₹68
Trichy,Chicken1 kg,₹200
Trichy,Paneer1 kg,₹340
Trichy,Onions1 kg,₹28
Trichy,Tomatoes1 kg,₹35
Trichy,Potatoes1 kg,₹30
Trichy,Cooking Oil (Sunflower)1 litre,₹145
Trichy,Sugar1 kg,₹42
Trichy,Apples (Shimla)1 kg,₹220
Trichy,Bananas1 dozen,₹38
Trichy,"Bread (White, Sliced)1 loaf",₹38
Trichy,Whey Protein (1 kg)per kg,"₹3,000"
Trichy,Auto Rickshaw (minimum fare)per ride,₹20
Trichy,Auto Rickshaw (per km after min)per km,₹10
Trichy,Metro / Local Train (monthly pass)per month,₹600
Trichy,Bus (monthly pass)per month,₹400
Trichy,Ola/Uber (avg ride)per ride,₹135
Trichy,Petrol1 litre,₹103
Trichy,Diesel1 litre,₹90
Trichy,Two Wheeler EMI (avg)per month,"₹3,500"
Trichy,Car EMI (avg)per month,"₹15,000"
Trichy,Electricityper month,"₹1,200"
Trichy,Water Billper month,₹180
Trichy,Cooking Gas (LPG Cylinder)per cylinder,₹803
Trichy,Broadband Internetper month,₹550
Trichy,Mobile Plan (Jio/Airtel)per month,₹299
Trichy,1 BHK in City Centreper month,"₹7,500"
Trichy,1 BHK Outside City Centreper month,"₹4,500"
Trichy,2 BHK in City Centreper month,"₹13,000"
Trichy,2 BHK Outside City Centreper month,"₹7,500"
Trichy,3 BHK in City Centreper month,"₹20,000"
Trichy,3 BHK Outside City Centreper month,"₹12,000"
Trichy,Home Loan EMI (2BHK avg)per month,"₹26,000"
Trichy,PG - Private Room (with meals)per month,"₹6,500"
Trichy,PG - Private Room (without meals)per month,"₹5,000"
Trichy,PG - Double Sharing (with meals)per month,"₹4,500"
Trichy,PG - Double Sharing (without meals)per month,"₹3,200"
Trichy,PG - Triple Sharing (with meals)per month,"₹3,500"
Trichy,PG - Triple Sharing (without meals)per month,"₹2,500"
Trichy,"Cook (part-time, 2 meals/day)per month","₹6,000"
Trichy,Maid / Cleaning Helpper month,"₹2,250"
Trichy,Laundry / Ironing (dhobi)per month,"₹1,150"
Trichy,Miscellaneous Monthly Spendper month,"₹2,250"
Trichy,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Trichy,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Trichy,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Trichy,Skincare Basics (Nykaa avg)per month,"₹1,200"
Trichy,Amazon Prime Membershipper month,₹149
Trichy,Gym Membershipper month,₹800
Trichy,Movie Ticket (Multiplex)per ticket,₹150
Trichy,Netflix (Standard Plan)per month,₹649
Trichy,Spotify Premiumper month,₹119
Trichy,"Haircut (Men, basic salon)per cut",₹70
Trichy,"Domestic Beer (pint, restaurant)per pint",₹170
Trichy,"Imported Beer (bottle, restaurant)per bottle",₹340
Varanasi,Veg Thali (local restaurant)per plate,₹70
Varanasi,Non-Veg Thali (local restaurant)per plate,₹130
Varanasi,Meal for Two (high-end restaurant)per meal,₹900
Varanasi,Chai (regular cup)per cup,₹10
Varanasi,Coffee (Cappuccino)per cup,₹130
Varanasi,Specialty Coffee (Third Wave)per cup,₹253
Varanasi,Street Food (Vada Pav / Samosa)per piece,₹10
Varanasi,Biryani (chicken)per plate,₹150
Varanasi,Dosa (plain)per plate,₹50
Varanasi,Fast Food Combo (McDonald's)per meal,₹230
Varanasi,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Varanasi,Bottled Water (1 litre)per bottle,₹20
Varanasi,Rice (Basmati)1 kg,₹82
Varanasi,Wheat Flour (Atta)1 kg,₹42
Varanasi,Toor Dal1 kg,₹138
Varanasi,Milk (Full Cream)1 litre,₹52
Varanasi,Eggs12 pcs,₹70
Varanasi,Chicken1 kg,₹200
Varanasi,Paneer1 kg,₹330
Varanasi,Onions1 kg,₹28
Varanasi,Tomatoes1 kg,₹32
Varanasi,Potatoes1 kg,₹22
Varanasi,Cooking Oil (Sunflower)1 litre,₹142
Varanasi,Sugar1 kg,₹42
Varanasi,Apples (Shimla)1 kg,₹180
Varanasi,Bananas1 dozen,₹40
Varanasi,"Bread (White, Sliced)1 loaf",₹38
Varanasi,Whey Protein (1 kg)per kg,"₹3,000"
Varanasi,Auto Rickshaw (minimum fare)per ride,₹18
Varanasi,Auto Rickshaw (per km after min)per km,₹10
Varanasi,Metro / Local Train (monthly pass)per month,₹700
Varanasi,Bus (monthly pass)per month,₹450
Varanasi,Ola/Uber (avg ride)per ride,₹135
Varanasi,Petrol1 litre,₹95
Varanasi,Diesel1 litre,₹88
Varanasi,Two Wheeler EMI (avg)per month,"₹3,500"
Varanasi,Car EMI (avg)per month,"₹15,000"
Varanasi,Electricityper month,"₹1,300"
Varanasi,Water Billper month,₹180
Varanasi,Cooking Gas (LPG Cylinder)per cylinder,₹803
Varanasi,Broadband Internetper month,₹550
Varanasi,Mobile Plan (Jio/Airtel)per month,₹299
Varanasi,1 BHK in City Centreper month,"₹8,000"
Varanasi,1 BHK Outside City Centreper month,"₹5,000"
Varanasi,2 BHK in City Centreper month,"₹14,000"
Varanasi,2 BHK Outside City Centreper month,"₹8,500"
Varanasi,3 BHK in City Centreper month,"₹22,000"
Varanasi,3 BHK Outside City Centreper month,"₹14,000"
Varanasi,Home Loan EMI (2BHK avg)per month,"₹28,000"
Varanasi,PG - Private Room (with meals)per month,"₹7,000"
Varanasi,PG - Private Room (without meals)per month,"₹5,500"
Varanasi,PG - Double Sharing (with meals)per month,"₹5,000"
Varanasi,PG - Double Sharing (without meals)per month,"₹3,500"
Varanasi,PG - Triple Sharing (with meals)per month,"₹4,000"
Varanasi,PG - Triple Sharing (without meals)per month,"₹2,800"
Varanasi,"Cook (part-time, 2 meals/day)per month","₹6,133"
Varanasi,Maid / Cleaning Helpper month,"₹2,300"
Varanasi,Laundry / Ironing (dhobi)per month,"₹1,173"
Varanasi,Miscellaneous Monthly Spendper month,"₹2,300"
Varanasi,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Varanasi,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Varanasi,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Varanasi,Skincare Basics (Nykaa avg)per month,"₹1,200"
Varanasi,Amazon Prime Membershipper month,₹149
Varanasi,Gym Membershipper month,₹700
Varanasi,Movie Ticket (Multiplex)per ticket,₹160
Varanasi,Netflix (Standard Plan)per month,₹649
Varanasi,Spotify Premiumper month,₹119
Varanasi,"Haircut (Men, basic salon)per cut",₹60
Varanasi,"Domestic Beer (pint, restaurant)per pint",₹150
Varanasi,"Imported Beer (bottle, restaurant)per bottle",₹300
Agra,Veg Thali (local restaurant)per plate,₹75
Agra,Non-Veg Thali (local restaurant)per plate,₹130
Agra,Meal for Two (high-end restaurant)per meal,₹900
Agra,Chai (regular cup)per cup,₹10
Agra,Coffee (Cappuccino)per cup,₹130
Agra,Specialty Coffee (Third Wave)per cup,₹257
Agra,Street Food (Vada Pav / Samosa)per piece,₹10
Agra,Biryani (chicken)per plate,₹150
Agra,Dosa (plain)per plate,₹50
Agra,Fast Food Combo (McDonald's)per meal,₹230
Agra,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Agra,Bottled Water (1 litre)per bottle,₹20
Agra,Rice (Basmati)1 kg,₹82
Agra,Wheat Flour (Atta)1 kg,₹42
Agra,Toor Dal1 kg,₹140
Agra,Milk (Full Cream)1 litre,₹54
Agra,Eggs12 pcs,₹72
Agra,Chicken1 kg,₹210
Agra,Paneer1 kg,₹330
Agra,Onions1 kg,₹28
Agra,Tomatoes1 kg,₹32
Agra,Potatoes1 kg,₹22
Agra,Cooking Oil (Sunflower)1 litre,₹142
Agra,Sugar1 kg,₹42
Agra,Apples (Shimla)1 kg,₹175
Agra,Bananas1 dozen,₹40
Agra,"Bread (White, Sliced)1 loaf",₹38
Agra,Whey Protein (1 kg)per kg,"₹3,000"
Agra,Auto Rickshaw (minimum fare)per ride,₹18
Agra,Auto Rickshaw (per km after min)per km,₹10
Agra,Metro / Local Train (monthly pass)per month,₹650
Agra,Bus (monthly pass)per month,₹450
Agra,Ola/Uber (avg ride)per ride,₹135
Agra,Petrol1 litre,₹95
Agra,Diesel1 litre,₹88
Agra,Two Wheeler EMI (avg)per month,"₹3,500"
Agra,Car EMI (avg)per month,"₹15,000"
Agra,Electricityper month,"₹1,300"
Agra,Water Billper month,₹200
Agra,Cooking Gas (LPG Cylinder)per cylinder,₹803
Agra,Broadband Internetper month,₹550
Agra,Mobile Plan (Jio/Airtel)per month,₹299
Agra,1 BHK in City Centreper month,"₹8,500"
Agra,1 BHK Outside City Centreper month,"₹5,000"
Agra,2 BHK in City Centreper month,"₹14,000"
Agra,2 BHK Outside City Centreper month,"₹8,500"
Agra,3 BHK in City Centreper month,"₹24,000"
Agra,3 BHK Outside City Centreper month,"₹14,000"
Agra,Home Loan EMI (2BHK avg)per month,"₹28,000"
Agra,PG - Private Room (with meals)per month,"₹7,000"
Agra,PG - Private Room (without meals)per month,"₹5,500"
Agra,PG - Double Sharing (with meals)per month,"₹5,000"
Agra,PG - Double Sharing (without meals)per month,"₹3,500"
Agra,PG - Triple Sharing (with meals)per month,"₹4,000"
Agra,PG - Triple Sharing (without meals)per month,"₹2,800"
Agra,"Cook (part-time, 2 meals/day)per month","₹6,267"
Agra,Maid / Cleaning Helpper month,"₹2,350"
Agra,Laundry / Ironing (dhobi)per month,"₹1,197"
Agra,Miscellaneous Monthly Spendper month,"₹2,350"
Agra,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Agra,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Agra,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Agra,Skincare Basics (Nykaa avg)per month,"₹1,200"
Agra,Amazon Prime Membershipper month,₹149
Agra,Gym Membershipper month,₹700
Agra,Movie Ticket (Multiplex)per ticket,₹160
Agra,Netflix (Standard Plan)per month,₹649
Agra,Spotify Premiumper month,₹119
Agra,"Haircut (Men, basic salon)per cut",₹60
Agra,"Domestic Beer (pint, restaurant)per pint",₹150
Agra,"Imported Beer (bottle, restaurant)per bottle",₹300
Kanpur,Veg Thali (local restaurant)per plate,₹70
Kanpur,Non-Veg Thali (local restaurant)per plate,₹130
Kanpur,Meal for Two (high-end restaurant)per meal,₹900
Kanpur,Chai (regular cup)per cup,₹10
Kanpur,Coffee (Cappuccino)per cup,₹120
Kanpur,Specialty Coffee (Third Wave)per cup,₹253
Kanpur,Street Food (Vada Pav / Samosa)per piece,₹10
Kanpur,Biryani (chicken)per plate,₹150
Kanpur,Dosa (plain)per plate,₹50
Kanpur,Fast Food Combo (McDonald's)per meal,₹230
Kanpur,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Kanpur,Bottled Water (1 litre)per bottle,₹20
Kanpur,Rice (Basmati)1 kg,₹80
Kanpur,Wheat Flour (Atta)1 kg,₹40
Kanpur,Toor Dal1 kg,₹138
Kanpur,Milk (Full Cream)1 litre,₹52
Kanpur,Eggs12 pcs,₹68
Kanpur,Chicken1 kg,₹200
Kanpur,Paneer1 kg,₹320
Kanpur,Onions1 kg,₹26
Kanpur,Tomatoes1 kg,₹30
Kanpur,Potatoes1 kg,₹22
Kanpur,Cooking Oil (Sunflower)1 litre,₹140
Kanpur,Sugar1 kg,₹42
Kanpur,Apples (Shimla)1 kg,₹178
Kanpur,Bananas1 dozen,₹38
Kanpur,"Bread (White, Sliced)1 loaf",₹36
Kanpur,Whey Protein (1 kg)per kg,"₹3,000"
Kanpur,Auto Rickshaw (minimum fare)per ride,₹18
Kanpur,Auto Rickshaw (per km after min)per km,₹10
Kanpur,Metro / Local Train (monthly pass)per month,₹700
Kanpur,Bus (monthly pass)per month,₹450
Kanpur,Ola/Uber (avg ride)per ride,₹120
Kanpur,Petrol1 litre,₹95
Kanpur,Diesel1 litre,₹88
Kanpur,Two Wheeler EMI (avg)per month,"₹3,500"
Kanpur,Car EMI (avg)per month,"₹15,000"
Kanpur,Electricityper month,"₹1,300"
Kanpur,Water Billper month,₹180
Kanpur,Cooking Gas (LPG Cylinder)per cylinder,₹803
Kanpur,Broadband Internetper month,₹550
Kanpur,Mobile Plan (Jio/Airtel)per month,₹299
Kanpur,1 BHK in City Centreper month,"₹8,000"
Kanpur,1 BHK Outside City Centreper month,"₹5,000"
Kanpur,2 BHK in City Centreper month,"₹14,000"
Kanpur,2 BHK Outside City Centreper month,"₹8,000"
Kanpur,3 BHK in City Centreper month,"₹22,000"
Kanpur,3 BHK Outside City Centreper month,"₹13,000"
Kanpur,Home Loan EMI (2BHK avg)per month,"₹28,000"
Kanpur,PG - Private Room (with meals)per month,"₹7,000"
Kanpur,PG - Private Room (without meals)per month,"₹5,000"
Kanpur,PG - Double Sharing (with meals)per month,"₹5,000"
Kanpur,PG - Double Sharing (without meals)per month,"₹3,500"
Kanpur,PG - Triple Sharing (with meals)per month,"₹4,000"
Kanpur,PG - Triple Sharing (without meals)per month,"₹2,800"
Kanpur,"Cook (part-time, 2 meals/day)per month","₹6,133"
Kanpur,Maid / Cleaning Helpper month,"₹2,300"
Kanpur,Laundry / Ironing (dhobi)per month,"₹1,173"
Kanpur,Miscellaneous Monthly Spendper month,"₹2,300"
Kanpur,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Kanpur,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Kanpur,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Kanpur,Skincare Basics (Nykaa avg)per month,"₹1,200"
Kanpur,Amazon Prime Membershipper month,₹149
Kanpur,Gym Membershipper month,₹700
Kanpur,Movie Ticket (Multiplex)per ticket,₹160
Kanpur,Netflix (Standard Plan)per month,₹649
Kanpur,Spotify Premiumper month,₹119
Kanpur,"Haircut (Men, basic salon)per cut",₹60
Kanpur,"Domestic Beer (pint, restaurant)per pint",₹150
Kanpur,"Imported Beer (bottle, restaurant)per bottle",₹300
Patna,Veg Thali (local restaurant)per plate,₹70
Patna,Non-Veg Thali (local restaurant)per plate,₹130
Patna,Meal for Two (high-end restaurant)per meal,₹900
Patna,Chai (regular cup)per cup,₹10
Patna,Coffee (Cappuccino)per cup,₹120
Patna,Specialty Coffee (Third Wave)per cup,₹260
Patna,Street Food (Vada Pav / Samosa)per piece,₹10
Patna,Biryani (chicken)per plate,₹150
Patna,Dosa (plain)per plate,₹50
Patna,Fast Food Combo (McDonald's)per meal,₹230
Patna,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Patna,Bottled Water (1 litre)per bottle,₹20
Patna,Rice (Basmati)1 kg,₹78
Patna,Wheat Flour (Atta)1 kg,₹40
Patna,Toor Dal1 kg,₹135
Patna,Milk (Full Cream)1 litre,₹52
Patna,Eggs12 pcs,₹68
Patna,Chicken1 kg,₹200
Patna,Paneer1 kg,₹320
Patna,Onions1 kg,₹25
Patna,Tomatoes1 kg,₹30
Patna,Potatoes1 kg,₹20
Patna,Cooking Oil (Sunflower)1 litre,₹138
Patna,Sugar1 kg,₹40
Patna,Apples (Shimla)1 kg,₹180
Patna,Bananas1 dozen,₹38
Patna,"Bread (White, Sliced)1 loaf",₹36
Patna,Whey Protein (1 kg)per kg,"₹3,000"
Patna,Auto Rickshaw (minimum fare)per ride,₹20
Patna,Auto Rickshaw (per km after min)per km,₹10
Patna,Metro / Local Train (monthly pass)per month,₹600
Patna,Bus (monthly pass)per month,₹400
Patna,Ola/Uber (avg ride)per ride,₹120
Patna,Petrol1 litre,₹105
Patna,Diesel1 litre,₹92
Patna,Two Wheeler EMI (avg)per month,"₹3,500"
Patna,Car EMI (avg)per month,"₹15,000"
Patna,Electricityper month,"₹1,300"
Patna,Water Billper month,₹180
Patna,Cooking Gas (LPG Cylinder)per cylinder,₹803
Patna,Broadband Internetper month,₹550
Patna,Mobile Plan (Jio/Airtel)per month,₹299
Patna,1 BHK in City Centreper month,"₹9,000"
Patna,1 BHK Outside City Centreper month,"₹5,500"
Patna,2 BHK in City Centreper month,"₹15,000"
Patna,2 BHK Outside City Centreper month,"₹9,000"
Patna,3 BHK in City Centreper month,"₹25,000"
Patna,3 BHK Outside City Centreper month,"₹14,000"
Patna,Home Loan EMI (2BHK avg)per month,"₹30,000"
Patna,PG - Private Room (with meals)per month,"₹7,500"
Patna,PG - Private Room (without meals)per month,"₹5,500"
Patna,PG - Double Sharing (with meals)per month,"₹5,500"
Patna,PG - Double Sharing (without meals)per month,"₹3,800"
Patna,PG - Triple Sharing (with meals)per month,"₹4,000"
Patna,PG - Triple Sharing (without meals)per month,"₹2,800"
Patna,"Cook (part-time, 2 meals/day)per month","₹6,400"
Patna,Maid / Cleaning Helpper month,"₹2,400"
Patna,Laundry / Ironing (dhobi)per month,"₹1,220"
Patna,Miscellaneous Monthly Spendper month,"₹2,400"
Patna,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Patna,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Patna,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Patna,Skincare Basics (Nykaa avg)per month,"₹1,200"
Patna,Amazon Prime Membershipper month,₹149
Patna,Gym Membershipper month,₹800
Patna,Movie Ticket (Multiplex)per ticket,₹160
Patna,Netflix (Standard Plan)per month,₹649
Patna,Spotify Premiumper month,₹119
Patna,"Haircut (Men, basic salon)per cut",₹70
Patna,"Domestic Beer (pint, restaurant)per pint",₹160
Patna,"Imported Beer (bottle, restaurant)per bottle",₹320
Ranchi,Veg Thali (local restaurant)per plate,₹70
Ranchi,Non-Veg Thali (local restaurant)per plate,₹130
Ranchi,Meal for Two (high-end restaurant)per meal,₹900
Ranchi,Chai (regular cup)per cup,₹10
Ranchi,Coffee (Cappuccino)per cup,₹120
Ranchi,Specialty Coffee (Third Wave)per cup,₹260
Ranchi,Street Food (Vada Pav / Samosa)per piece,₹10
Ranchi,Biryani (chicken)per plate,₹150
Ranchi,Dosa (plain)per plate,₹50
Ranchi,Fast Food Combo (McDonald's)per meal,₹230
Ranchi,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Ranchi,Bottled Water (1 litre)per bottle,₹20
Ranchi,Rice (Basmati)1 kg,₹80
Ranchi,Wheat Flour (Atta)1 kg,₹42
Ranchi,Toor Dal1 kg,₹138
Ranchi,Milk (Full Cream)1 litre,₹54
Ranchi,Eggs12 pcs,₹72
Ranchi,Chicken1 kg,₹210
Ranchi,Paneer1 kg,₹330
Ranchi,Onions1 kg,₹28
Ranchi,Tomatoes1 kg,₹32
Ranchi,Potatoes1 kg,₹22
Ranchi,Cooking Oil (Sunflower)1 litre,₹142
Ranchi,Sugar1 kg,₹42
Ranchi,Apples (Shimla)1 kg,₹185
Ranchi,Bananas1 dozen,₹40
Ranchi,"Bread (White, Sliced)1 loaf",₹38
Ranchi,Whey Protein (1 kg)per kg,"₹3,000"
Ranchi,Auto Rickshaw (minimum fare)per ride,₹20
Ranchi,Auto Rickshaw (per km after min)per km,₹10
Ranchi,Metro / Local Train (monthly pass)per month,₹600
Ranchi,Bus (monthly pass)per month,₹400
Ranchi,Ola/Uber (avg ride)per ride,₹135
Ranchi,Petrol1 litre,₹102
Ranchi,Diesel1 litre,₹88
