City,Item,Price
Thane,PG - Private Room (with meals)per month,"₹13,000"
Thane,PG - Private Room (without meals)per month,"₹10,000"
Thane,PG - Double Sharing (with meals)per month,"₹9,500"
Thane,PG - Double Sharing (without meals)per month,"₹7,000"
Thane,PG - Triple Sharing (with meals)per month,"₹7,000"
Thane,PG - Triple Sharing (without meals)per month,"₹5,000"
Thane,"Cook (part-time, 2 meals/day)per month","₹8,800"
Thane,Maid / Cleaning Helpper month,"₹3,300"
Thane,Laundry / Ironing (dhobi)per month,"₹1,640"
Thane,Miscellaneous Monthly Spendper month,"₹3,300"
Thane,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Thane,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Thane,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Thane,Skincare Basics (Nykaa avg)per month,"₹1,200"
Thane,Amazon Prime Membershipper month,₹149
Thane,Gym Membershipper month,"₹1,800"
Thane,Movie Ticket (Multiplex)per ticket,₹270
Thane,Netflix (Standard Plan)per month,₹649
Thane,Spotify Premiumper month,₹119
Thane,"Haircut (Men, basic salon)per cut",₹150
Thane,"Domestic Beer (pint, restaurant)per pint",₹220
Thane,"Imported Beer (bottle, restaurant)per bottle",₹400
Chandigarh,Veg Thali (local restaurant)per plate,₹110
Chandigarh,Non-Veg Thali (local restaurant)per plate,₹180
Chandigarh,Meal for Two (high-end restaurant)per meal,"₹1,400"
Chandigarh,Chai (regular cup)per cup,₹12
Chandigarh,Coffee (Cappuccino)per cup,₹170
Chandigarh,Specialty Coffee (Third Wave)per cup,₹300
Chandigarh,Street Food (Vada Pav / Samosa)per piece,₹15
Chandigarh,Biryani (chicken)per plate,₹200
Chandigarh,Dosa (plain)per plate,₹65
Chandigarh,Fast Food Combo (McDonald's)per meal,₹250
Chandigarh,"Soft Drink (Coca-Cola, 300ml)per bottle",₹40
Chandigarh,Bottled Water (1 litre)per bottle,₹20
Chandigarh,Rice (Basmati)1 kg,₹95
Chandigarh,Wheat Flour (Atta)1 kg,₹48
Chandigarh,Toor Dal1 kg,₹150
Chandigarh,Milk (Full Cream)1 litre,₹65
Chandigarh,Eggs12 pcs,₹90
Chandigarh,Chicken1 kg,₹260
Chandigarh,Paneer1 kg,₹370
Chandigarh,Onions1 kg,₹32
Chandigarh,Tomatoes1 kg,₹42
Chandigarh,Potatoes1 kg,₹28
Chandigarh,Cooking Oil (Sunflower)1 litre,₹150
Chandigarh,Sugar1 kg,₹44
Chandigarh,Apples (Shimla)1 kg,₹170
Chandigarh,Bananas1 dozen,₹48
Chandigarh,"Bread (White, Sliced)1 loaf",₹42
Chandigarh,Whey Protein (1 kg)per kg,"₹3,000"
Chandigarh,Auto Rickshaw (minimum fare)per ride,₹25
Chandigarh,Auto Rickshaw (per km after min)per km,₹13
Chandigarh,Metro / Local Train (monthly pass)per month,₹900
Chandigarh,Bus (monthly pass)per month,₹650
Chandigarh,Ola/Uber (avg ride)per ride,₹165
Chandigarh,Petrol1 litre,₹97
Chandigarh,Diesel1 litre,₹88
Chandigarh,Two Wheeler EMI (avg)per month,"₹3,500"
Chandigarh,Car EMI (avg)per month,"₹15,000"
Chandigarh,Electricityper month,"₹1,800"
Chandigarh,Water Billper month,₹300
Chandigarh,Cooking Gas (LPG Cylinder)per cylinder,₹803
Chandigarh,Broadband Internetper month,₹650
Chandigarh,Mobile Plan (Jio/Airtel)per month,₹299
Chandigarh,1 BHK in City Centreper month,"₹15,000"
Chandigarh,1 BHK Outside City Centreper month,"₹9,000"
Chandigarh,2 BHK in City Centreper month,"₹25,000"
Chandigarh,2 BHK Outside City Centreper month,"₹15,000"
Chandigarh,3 BHK in City Centreper month,"₹40,000"
Chandigarh,3 BHK Outside City Centreper month,"₹25,000"
Chandigarh,Home Loan EMI (2BHK avg)per month,"₹50,000"
Chandigarh,PG - Private Room (with meals)per month,"₹12,000"
Chandigarh,PG - Private Room (without meals)per month,"₹9,000"
Chandigarh,PG - Double Sharing (with meals)per month,"₹8,000"
Chandigarh,PG - Double Sharing (without meals)per month,"₹6,000"
Chandigarh,PG - Triple Sharing (with meals)per month,"₹6,000"
Chandigarh,PG - Triple Sharing (without meals)per month,"₹4,500"
Chandigarh,"Cook (part-time, 2 meals/day)per month","₹8,000"
Chandigarh,Maid / Cleaning Helpper month,"₹3,000"
Chandigarh,Laundry / Ironing (dhobi)per month,"₹1,500"
Chandigarh,Miscellaneous Monthly Spendper month,"₹3,000"
Chandigarh,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Chandigarh,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Chandigarh,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Chandigarh,Skincare Basics (Nykaa avg)per month,"₹1,200"
Chandigarh,Amazon Prime Membershipper month,₹149
Chandigarh,Gym Membershipper month,"₹1,500"
Chandigarh,Movie Ticket (Multiplex)per ticket,₹250
Chandigarh,Netflix (Standard Plan)per month,₹649
Chandigarh,Spotify Premiumper month,₹119
Chandigarh,"Haircut (Men, basic salon)per cut",₹120
Chandigarh,"Domestic Beer (pint, restaurant)per pint",₹200
Chandigarh,"Imported Beer (bottle, restaurant)per bottle",₹380
Indore,Veg Thali (local restaurant)per plate,₹80
Indore,Non-Veg Thali (local restaurant)per plate,₹140
Indore,Meal for Two (high-end restaurant)per meal,"₹1,100"
Indore,Chai (regular cup)per cup,₹10
Indore,Coffee (Cappuccino)per cup,₹125
Indore,Specialty Coffee (Third Wave)per cup,₹280
Indore,Street Food (Vada Pav / Samosa)per piece,₹12
Indore,Biryani (chicken)per plate,₹160
Indore,Dosa (plain)per plate,₹50
Indore,Fast Food Combo (McDonald's)per meal,₹250
Indore,"Soft Drink (Coca-Cola, 300ml)per bottle",₹40
Indore,Bottled Water (1 litre)per bottle,₹20
Indore,Rice (Basmati)1 kg,₹85
Indore,Wheat Flour (Atta)1 kg,₹42
Indore,Toor Dal1 kg,₹140
Indore,Milk (Full Cream)1 litre,₹62
Indore,Eggs12 pcs,₹96
Indore,Chicken1 kg,₹240
Indore,Paneer1 kg,₹340
Indore,Onions1 kg,₹35
Indore,Tomatoes1 kg,₹40
Indore,Potatoes1 kg,₹30
Indore,Cooking Oil (Sunflower)1 litre,₹145
Indore,Sugar1 kg,₹42
Indore,Apples (Shimla)1 kg,₹175
Indore,Bananas1 dozen,₹45
Indore,"Bread (White, Sliced)1 loaf",₹40
Indore,Whey Protein (1 kg)per kg,"₹3,000"
Indore,Auto Rickshaw (minimum fare)per ride,₹20
Indore,Auto Rickshaw (per km after min)per km,₹10
Indore,Metro / Local Train (monthly pass)per month,₹700
Indore,Bus (monthly pass)per month,₹500
Indore,Ola/Uber (avg ride)per ride,₹135
Indore,Petrol1 litre,₹105
Indore,Diesel1 litre,₹92
Indore,Two Wheeler EMI (avg)per month,"₹3,500"
Indore,Car EMI (avg)per month,"₹15,000"
Indore,Electricityper month,"₹1,400"
Indore,Water Billper month,₹200
Indore,Cooking Gas (LPG Cylinder)per cylinder,₹803
Indore,Broadband Internetper month,₹650
Indore,Mobile Plan (Jio/Airtel)per month,₹299
Indore,1 BHK in City Centreper month,"₹12,000"
Indore,1 BHK Outside City Centreper month,"₹7,000"
Indore,2 BHK in City Centreper month,"₹20,000"
Indore,2 BHK Outside City Centreper month,"₹12,000"
Indore,3 BHK in City Centreper month,"₹35,000"
Indore,3 BHK Outside City Centreper month,"₹20,000"
Indore,Home Loan EMI (2BHK avg)per month,"₹40,000"
Indore,PG - Private Room (with meals)per month,"₹9,000"
Indore,PG - Private Room (without meals)per month,"₹7,000"
Indore,PG - Double Sharing (with meals)per month,"₹6,500"
Indore,PG - Double Sharing (without meals)per month,"₹4,500"
Indore,PG - Triple Sharing (with meals)per month,"₹5,000"
Indore,PG - Triple Sharing (without meals)per month,"₹3,500"
Indore,"Cook (part-time, 2 meals/day)per month","₹7,200"
Indore,Maid / Cleaning Helpper month,"₹2,700"
Indore,Laundry / Ironing (dhobi)per month,"₹1,360"
Indore,Miscellaneous Monthly Spendper month,"₹2,700"
Indore,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Indore,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Indore,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Indore,Skincare Basics (Nykaa avg)per month,"₹1,200"
Indore,Amazon Prime Membershipper month,₹149
Indore,Gym Membershipper month,"₹1,000"
Indore,Movie Ticket (Multiplex)per ticket,₹200
Indore,Netflix (Standard Plan)per month,₹649
Indore,Spotify Premiumper month,₹119
Indore,"Haircut (Men, basic salon)per cut",₹80
Indore,"Domestic Beer (pint, restaurant)per pint",₹170
Indore,"Imported Beer (bottle, restaurant)per bottle",₹340
Bhopal,Veg Thali (local restaurant)per plate,₹80
Bhopal,Non-Veg Thali (local restaurant)per plate,₹140
Bhopal,Meal for Two (high-end restaurant)per meal,"₹1,000"
Bhopal,Chai (regular cup)per cup,₹10
Bhopal,Coffee (Cappuccino)per cup,₹120
Bhopal,Specialty Coffee (Third Wave)per cup,₹267
Bhopal,Street Food (Vada Pav / Samosa)per piece,₹12
Bhopal,Biryani (chicken)per plate,₹150
Bhopal,Dosa (plain)per plate,₹50
Bhopal,Fast Food Combo (McDonald's)per meal,₹240
Bhopal,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Bhopal,Bottled Water (1 litre)per bottle,₹20
Bhopal,Rice (Basmati)1 kg,₹82
Bhopal,Wheat Flour (Atta)1 kg,₹42
Bhopal,Toor Dal1 kg,₹138
Bhopal,Milk (Full Cream)1 litre,₹58
Bhopal,Eggs12 pcs,₹90
Bhopal,Chicken1 kg,₹230
Bhopal,Paneer1 kg,₹330
Bhopal,Onions1 kg,₹30
Bhopal,Tomatoes1 kg,₹38
Bhopal,Potatoes1 kg,₹28
Bhopal,Cooking Oil (Sunflower)1 litre,₹142
Bhopal,Sugar1 kg,₹42
Bhopal,Apples (Shimla)1 kg,₹175
Bhopal,Bananas1 dozen,₹42
Bhopal,"Bread (White, Sliced)1 loaf",₹38
Bhopal,Whey Protein (1 kg)per kg,"₹3,000"
Bhopal,Auto Rickshaw (minimum fare)per ride,₹20
Bhopal,Auto Rickshaw (per km after min)per km,₹10
Bhopal,Metro / Local Train (monthly pass)per month,₹650
Bhopal,Bus (monthly pass)per month,₹450
Bhopal,Ola/Uber (avg ride)per ride,₹135
Bhopal,Petrol1 litre,₹104
Bhopal,Diesel1 litre,₹90
Bhopal,Two Wheeler EMI (avg)per month,"₹3,500"
Bhopal,Car EMI (avg)per month,"₹15,000"
Bhopal,Electricityper month,"₹1,300"
Bhopal,Water Billper month,₹200
Bhopal,Cooking Gas (LPG Cylinder)per cylinder,₹803
Bhopal,Broadband Internetper month,₹600
Bhopal,Mobile Plan (Jio/Airtel)per month,₹299
Bhopal,1 BHK in City Centreper month,"₹10,000"
Bhopal,1 BHK Outside City Centreper month,"₹6,000"
Bhopal,2 BHK in City Centreper month,"₹18,000"
Bhopal,2 BHK Outside City Centreper month,"₹10,000"
Bhopal,3 BHK in City Centreper month,"₹28,000"
Bhopal,3 BHK Outside City Centreper month,"₹16,000"
Bhopal,Home Loan EMI (2BHK avg)per month,"₹36,000"
Bhopal,PG - Private Room (with meals)per month,"₹8,000"
Bhopal,PG - Private Room (without meals)per month,"₹6,000"
Bhopal,PG - Double Sharing (with meals)per month,"₹5,500"
Bhopal,PG - Double Sharing (without meals)per month,"₹4,000"
Bhopal,PG - Triple Sharing (with meals)per month,"₹4,500"
Bhopal,PG - Triple Sharing (without meals)per month,"₹3,000"
Bhopal,"Cook (part-time, 2 meals/day)per month","₹6,667"
Bhopal,Maid / Cleaning Helpper month,"₹2,500"
Bhopal,Laundry / Ironing (dhobi)per month,"₹1,267"
Bhopal,Miscellaneous Monthly Spendper month,"₹2,500"
Bhopal,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Bhopal,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Bhopal,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Bhopal,Skincare Basics (Nykaa avg)per month,"₹1,200"
Bhopal,Amazon Prime Membershipper month,₹149
Bhopal,Gym Membershipper month,₹800
Bhopal,Movie Ticket (Multiplex)per ticket,₹180
Bhopal,Netflix (Standard Plan)per month,₹649
Bhopal,Spotify Premiumper month,₹119
Bhopal,"Haircut (Men, basic salon)per cut",₹70
Bhopal,"Domestic Beer (pint, restaurant)per pint",₹160
Bhopal,"Imported Beer (bottle, restaurant)per bottle",₹320
Surat,Veg Thali (local restaurant)per plate,₹90
Surat,Non-Veg Thali (local restaurant)per plate,₹160
Surat,Meal for Two (high-end restaurant)per meal,"₹1,100"
Surat,Chai (regular cup)per cup,₹12
Surat,Coffee (Cappuccino)per cup,₹160
Surat,Specialty Coffee (Third Wave)per cup,₹287
Surat,Street Food (Vada Pav / Samosa)per piece,₹15
Surat,Biryani (chicken)per plate,₹180
Surat,Dosa (plain)per plate,₹60
Surat,Fast Food Combo (McDonald's)per meal,₹240
Surat,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Surat,Bottled Water (1 litre)per bottle,₹20
Surat,Rice (Basmati)1 kg,₹90
Surat,Wheat Flour (Atta)1 kg,₹48
Surat,Toor Dal1 kg,₹148
Surat,Milk (Full Cream)1 litre,₹58
Surat,Eggs12 pcs,₹78
Surat,Chicken1 kg,₹240
Surat,Paneer1 kg,₹360
Surat,Onions1 kg,₹32
Surat,Tomatoes1 kg,₹40
Surat,Potatoes1 kg,₹30
Surat,Cooking Oil (Sunflower)1 litre,₹150
Surat,Sugar1 kg,₹44
Surat,Apples (Shimla)1 kg,₹195
Surat,Bananas1 dozen,₹48
Surat,"Bread (White, Sliced)1 loaf",₹42
Surat,Whey Protein (1 kg)per kg,"₹3,000"
Surat,Auto Rickshaw (minimum fare)per ride,₹20
Surat,Auto Rickshaw (per km after min)per km,₹11
Surat,Metro / Local Train (monthly pass)per month,₹800
Surat,Bus (monthly pass)per month,₹550
Surat,Ola/Uber (avg ride)per ride,₹150
Surat,Petrol1 litre,₹95
Surat,Diesel1 litre,₹88
Surat,Two Wheeler EMI (avg)per month,"₹3,500"
Surat,Car EMI (avg)per month,"₹15,000"
Surat,Electricityper month,"₹1,600"
Surat,Water Billper month,₹250
Surat,Cooking Gas (LPG Cylinder)per cylinder,₹803
Surat,Broadband Internetper month,₹650
Surat,Mobile Plan (Jio/Airtel)per month,₹299
Surat,1 BHK in City Centreper month,"₹13,000"
Surat,1 BHK Outside City Centreper month,"₹7,500"
Surat,2 BHK in City Centreper month,"₹22,000"
Surat,2 BHK Outside City Centreper month,"₹13,000"
Surat,3 BHK in City Centreper month,"₹38,000"
Surat,3 BHK Outside City Centreper month,"₹20,000"
Surat,Home Loan EMI (2BHK avg)per month,"₹44,000"
Surat,PG - Private Room (with meals)per month,"₹10,000"
Surat,PG - Private Room (without meals)per month,"₹7,500"
Surat,PG - Double Sharing (with meals)per month,"₹7,000"
Surat,PG - Double Sharing (without meals)per month,"₹5,000"
Surat,PG - Triple Sharing (with meals)per month,"₹5,500"
Surat,PG - Triple Sharing (without meals)per month,"₹3,800"
Surat,"Cook (part-time, 2 meals/day)per month","₹7,467"
Surat,Maid / Cleaning Helpper month,"₹2,800"
Surat,Laundry / Ironing (dhobi)per month,"₹1,407"
Surat,Miscellaneous Monthly Spendper month,"₹2,800"
Surat,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Surat,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Surat,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Surat,Skincare Basics (Nykaa avg)per month,"₹1,200"
Surat,Amazon Prime Membershipper month,₹149
Surat,Gym Membershipper month,"₹1,200"
Surat,Movie Ticket (Multiplex)per ticket,₹200
Surat,Netflix (Standard Plan)per month,₹649
Surat,Spotify Premiumper month,₹119
Surat,"Haircut (Men, basic salon)per cut",₹100
Surat,"Domestic Beer (pint, restaurant)per pint",₹180
Surat,"Imported Beer (bottle, restaurant)per bottle",₹350
Vadodara,Veg Thali (local restaurant)per plate,₹85
Vadodara,Non-Veg Thali (local restaurant)per plate,₹150
Vadodara,Meal for Two (high-end restaurant)per meal,"₹1,000"
Vadodara,Chai (regular cup)per cup,₹10
Vadodara,Coffee (Cappuccino)per cup,₹150
Vadodara,Specialty Coffee (Third Wave)per cup,₹273
Vadodara,Street Food (Vada Pav / Samosa)per piece,₹12
Vadodara,Biryani (chicken)per plate,₹170
Vadodara,Dosa (plain)per plate,₹55
Vadodara,Fast Food Combo (McDonald's)per meal,₹240
Vadodara,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Vadodara,Bottled Water (1 litre)per bottle,₹20
Vadodara,Rice (Basmati)1 kg,₹88
Vadodara,Wheat Flour (Atta)1 kg,₹45
Vadodara,Toor Dal1 kg,₹145
Vadodara,Milk (Full Cream)1 litre,₹60
Vadodara,Eggs12 pcs,₹80
Vadodara,Chicken1 kg,₹240
Vadodara,Paneer1 kg,₹350
Vadodara,Onions1 kg,₹30
Vadodara,Tomatoes1 kg,₹38
Vadodara,Potatoes1 kg,₹28
Vadodara,Cooking Oil (Sunflower)1 litre,₹148
Vadodara,Sugar1 kg,₹43
Vadodara,Apples (Shimla)1 kg,₹190
Vadodara,Bananas1 dozen,₹45
Vadodara,"Bread (White, Sliced)1 loaf",₹40
Vadodara,Whey Protein (1 kg)per kg,"₹3,000"
Vadodara,Auto Rickshaw (minimum fare)per ride,₹18
Vadodara,Auto Rickshaw (per km after min)per km,₹10
Vadodara,Metro / Local Train (monthly pass)per month,₹750
Vadodara,Bus (monthly pass)per month,₹500
Vadodara,Ola/Uber (avg ride)per ride,₹135
Vadodara,Petrol1 litre,₹95
Vadodara,Diesel1 litre,₹88
Vadodara,Two Wheeler EMI (avg)per month,"₹3,500"
Vadodara,Car EMI (avg)per month,"₹15,000"
Vadodara,Electricityper month,"₹1,500"
Vadodara,Water Billper month,₹200
Vadodara,Cooking Gas (LPG Cylinder)per cylinder,₹803
Vadodara,Broadband Internetper month,₹600
Vadodara,Mobile Plan (Jio/Airtel)per month,₹299
Vadodara,1 BHK in City Centreper month,"₹11,000"
Vadodara,1 BHK Outside City Centreper month,"₹6,500"
Vadodara,2 BHK in City Centreper month,"₹18,000"
Vadodara,2 BHK Outside City Centreper month,"₹11,000"
Vadodara,3 BHK in City Centreper month,"₹30,000"
Vadodara,3 BHK Outside City Centreper month,"₹18,000"
Vadodara,Home Loan EMI (2BHK avg)per month,"₹36,000"
Vadodara,PG - Private Room (with meals)per month,"₹9,000"
Vadodara,PG - Private Room (without meals)per month,"₹6,500"
Vadodara,PG - Double Sharing (with meals)per month,"₹6,000"
Vadodara,PG - Double Sharing (without meals)per month,"₹4,500"
Vadodara,PG - Triple Sharing (with meals)per month,"₹5,000"
Vadodara,PG - Triple Sharing (without meals)per month,"₹3,500"
Vadodara,"Cook (part-time, 2 meals/day)per month","₹6,933"
Vadodara,Maid / Cleaning Helpper month,"₹2,600"
Vadodara,Laundry / Ironing (dhobi)per month,"₹1,313"
Vadodara,Miscellaneous Monthly Spendper month,"₹2,600"
Vadodara,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Vadodara,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Vadodara,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Vadodara,Skincare Basics (Nykaa avg)per month,"₹1,200"
Vadodara,Amazon Prime Membershipper month,₹149
Vadodara,Gym Membershipper month,"₹1,000"
Vadodara,Movie Ticket (Multiplex)per ticket,₹180
Vadodara,Netflix (Standard Plan)per month,₹649
Vadodara,Spotify Premiumper month,₹119
Vadodara,"Haircut (Men, basic salon)per cut",₹90
Vadodara,"Domestic Beer (pint, restaurant)per pint",₹170
Vadodara,"Imported Beer (bottle, restaurant)per bottle",₹340
Nagpur,Veg Thali (local restaurant)per plate,₹90
Nagpur,Non-Veg Thali (local restaurant)per plate,₹150
Nagpur,Meal for Two (high-end restaurant)per meal,"₹1,100"
Nagpur,Chai (regular cup)per cup,₹10
Nagpur,Coffee (Cappuccino)per cup,₹150
Nagpur,Specialty Coffee (Third Wave)per cup,₹280
Nagpur,Street Food (Vada Pav / Samosa)per piece,₹12
Nagpur,Biryani (chicken)per plate,₹180
Nagpur,Dosa (plain)per plate,₹55
Nagpur,Fast Food Combo (McDonald's)per meal,₹240
Nagpur,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Nagpur,Bottled Water (1 litre)per bottle,₹20
Nagpur,Rice (Basmati)1 kg,₹88
Nagpur,Wheat Flour (Atta)1 kg,₹45
Nagpur,Toor Dal1 kg,₹148
Nagpur,Milk (Full Cream)1 litre,₹56
Nagpur,Eggs12 pcs,₹78
Nagpur,Chicken1 kg,₹230
Nagpur,Paneer1 kg,₹350
Nagpur,Onions1 kg,₹30
Nagpur,Tomatoes1 kg,₹38
Nagpur,Potatoes1 kg,₹28
Nagpur,Cooking Oil (Sunflower)1 litre,₹148
Nagpur,Sugar1 kg,₹44
Nagpur,Apples (Shimla)1 kg,₹190
Nagpur,Bananas1 dozen,₹45
Nagpur,"Bread (White, Sliced)1 loaf",₹42
Nagpur,Whey Protein (1 kg)per kg,"₹3,000"
Nagpur,Auto Rickshaw (minimum fare)per ride,₹20
Nagpur,Auto Rickshaw (per km after min)per km,₹12
Nagpur,Metro / Local Train (monthly pass)per month,₹800
Nagpur,Bus (monthly pass)per month,₹550
Nagpur,Ola/Uber (avg ride)per ride,₹150
Nagpur,Petrol1 litre,₹104
Nagpur,Diesel1 litre,₹90
Nagpur,Two Wheeler EMI (avg)per month,"₹3,500"
Nagpur,Car EMI (avg)per month,"₹15,000"
Nagpur,Electricityper month,"₹1,500"
Nagpur,Water Billper month,₹250
Nagpur,Cooking Gas (LPG Cylinder)per cylinder,₹803
Nagpur,Broadband Internetper month,₹650
Nagpur,Mobile Plan (Jio/Airtel)per month,₹299
Nagpur,1 BHK in City Centreper month,"₹12,000"
Nagpur,1 BHK Outside City Centreper month,"₹7,000"
Nagpur,2 BHK in City Centreper month,"₹20,000"
Nagpur,2 BHK Outside City Centreper month,"₹12,000"
Nagpur,3 BHK in City Centreper month,"₹35,000"
Nagpur,3 BHK Outside City Centreper month,"₹18,000"
Nagpur,Home Loan EMI (2BHK avg)per month,"₹40,000"
Nagpur,PG - Private Room (with meals)per month,"₹9,000"
Nagpur,PG - Private Room (without meals)per month,"₹7,000"
Nagpur,PG - Double Sharing (with meals)per month,"₹6,500"
Nagpur,PG - Double Sharing (without meals)per month,"₹4,500"
Nagpur,PG - Triple Sharing (with meals)per month,"₹5,000"
Nagpur,PG - Triple Sharing (without meals)per month,"₹3,500"
Nagpur,"Cook (part-time, 2 meals/day)per month","₹7,200"
Nagpur,Maid / Cleaning Helpper month,"₹2,700"
Nagpur,Laundry / Ironing (dhobi)per month,"₹1,360"
Nagpur,Miscellaneous Monthly Spendper month,"₹2,700"
Nagpur,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Nagpur,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Nagpur,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Nagpur,Skincare Basics (Nykaa avg)per month,"₹1,200"
Nagpur,Amazon Prime Membershipper month,₹149
Nagpur,Gym Membershipper month,"₹1,200"
Nagpur,Movie Ticket (Multiplex)per ticket,₹200
Nagpur,Netflix (Standard Plan)per month,₹649
Nagpur,Spotify Premiumper month,₹119
Nagpur,"Haircut (Men, basic salon)per cut",₹100
Nagpur,"Domestic Beer (pint, restaurant)per pint",₹180
Nagpur,"Imported Beer (bottle, restaurant)per bottle",₹350
Nashik,Veg Thali (local restaurant)per plate,₹90
Nashik,Non-Veg Thali (local restaurant)per plate,₹150
Nashik,Meal for Two (high-end restaurant)per meal,"₹1,100"
Nashik,Chai (regular cup)per cup,₹12
Nashik,Coffee (Cappuccino)per cup,₹150
Nashik,Specialty Coffee (Third Wave)per cup,₹273
Nashik,Street Food (Vada Pav / Samosa)per piece,₹12
Nashik,Biryani (chicken)per plate,₹180
Nashik,Dosa (plain)per plate,₹55
Nashik,Fast Food Combo (McDonald's)per meal,₹240
Nashik,"Soft Drink (Coca-Cola, 300ml)per bottle",₹35
Nashik,Bottled Water (1 litre)per bottle,₹20
Nashik,Rice (Basmati)1 kg,₹90
Nashik,Wheat Flour (Atta)1 kg,₹45
Nashik,Toor Dal1 kg,₹148
Nashik,Milk (Full Cream)1 litre,₹56
Nashik,Eggs12 pcs,₹78
Nashik,Chicken1 kg,₹235
Nashik,Paneer1 kg,₹350
Nashik,Onions1 kg,₹32
Nashik,Tomatoes1 kg,₹40
Nashik,Potatoes1 kg,₹30
Nashik,Cooking Oil (Sunflower)1 litre,₹150
Nashik,Sugar1 kg,₹44
Nashik,Apples (Shimla)1 kg,₹185
Nashik,Bananas1 dozen,₹48
Nashik,"Bread (White, Sliced)1 loaf",₹42
Nashik,Whey Protein (1 kg)per kg,"₹3,000"
Nashik,Auto Rickshaw (minimum fare)per ride,₹20
Nashik,Auto Rickshaw (per km after min)per km,₹12
Nashik,Metro / Local Train (monthly pass)per month,₹700
Nashik,Bus (monthly pass)per month,₹500
Nashik,Ola/Uber (avg ride)per ride,₹150
Nashik,Petrol1 litre,₹105
Nashik,Diesel1 litre,₹92
Nashik,Two Wheeler EMI (avg)per month,"₹3,500"
Nashik,Car EMI (avg)per month,"₹15,000"
Nashik,Electricityper month,"₹1,500"
Nashik,Water Billper month,₹250
Nashik,Cooking Gas (LPG Cylinder)per cylinder,₹803
Nashik,Broadband Internetper month,₹650
Nashik,Mobile Plan (Jio/Airtel)per month,₹299
Nashik,1 BHK in City Centreper month,"₹11,000"
Nashik,1 BHK Outside City Centreper month,"₹6,500"
Nashik,2 BHK in City Centreper month,"₹18,000"
Nashik,2 BHK Outside City Centreper month,"₹11,000"
Nashik,3 BHK in City Centreper month,"₹30,000"
Nashik,3 BHK Outside City Centreper month,"₹17,000"
Nashik,Home Loan EMI (2BHK avg)per month,"₹36,000"
Nashik,PG - Private Room (with meals)per month,"₹9,000"
Nashik,PG - Private Room (without meals)per month,"₹6,500"
Nashik,PG - Double Sharing (with meals)per month,"₹6,500"
Nashik,PG - Double Sharing (without meals)per month,"₹4,500"
Nashik,PG - Triple Sharing (with meals)per month,"₹5,000"
Nashik,PG - Triple Sharing (without meals)per month,"₹3,500"
Nashik,"Cook (part-time, 2 meals/day)per month","₹6,933"
Nashik,Maid / Cleaning Helpper month,"₹2,600"
Nashik,Laundry / Ironing (dhobi)per month,"₹1,313"
Nashik,Miscellaneous Monthly Spendper month,"₹2,600"
Nashik,Men's Casual Shirt (Zara/H&M)per piece,"₹2,500"
Nashik,Women's Dress (Myntra/Zara)per piece,"₹2,000"
Nashik,Running Shoes (Nike/Adidas)per pair,"₹5,500"
Nashik,Skincare Basics (Nykaa avg)per month,"₹1,200"
Nashik,Amazon Prime Membershipper month,₹149
Nashik,Gym Membershipper month,"₹1,000"
Nashik,Movie Ticket (Multiplex)per ticket,₹200
Nashik,Netflix (Standard Plan)per month,₹649
Nashik,Spotify Premiumper month,₹119
Nashik,"Haircut (Men, basic salon)per cut",₹90
Nashik,"Domestic Beer (pint, restaurant)per pint",₹180
Nashik,"Imported Beer (bottle, restaurant)per bottle",₹350
Coimbatore,Veg Thali (local restaurant)per plate,₹80
Coimbatore,Non-Veg Thali (local restaurant)per plate,₹140
Coimbatore,Meal for Two (high-end restaurant)per meal,"₹1,000"
Coimbatore,Chai (regular cup)per cup,₹10
Coimbatore,Coffee (Cappuccino)per cup,₹150
Coimbatore,Specialty Coffee (Third Wave)per cup,₹280
Coimbatore,Street Food (Vada Pav / Samosa)per piece,₹12
Coimbatore,Biryani (chicken)per plate,₹170
Coimbatore,Dosa (plain)per plate,₹45
